"","punk","bid","bid_withdrawn","offer","offer_withdrawn","transfer","unwrap","wrap","largest_bid","sold_price","sold_date","last_sold_price"
"5105",1115,0,0,4,1,0,0,0,NA,"179405",2021-08-22,"112644"
"5106",1115,0,1,5,0,0,0,0,NA,"112644",2021-08-04,"108599"
"5107",1115,1,0,2,0,0,0,0,"106325","108599",2021-08-03,"94898"
"5108",1115,0,0,1,0,0,0,0,NA,"94898",2021-08-01,"NA"
"5109",1116,3,3,8,0,0,0,0,"461339","424562",2021-11-19,"404270"
"5110",1116,1,1,1,0,0,0,0,"309056","404270",2021-09-16,"39"
"5111",1116,0,0,1,0,0,0,0,NA,"39",2019-01-27,"NA"
"5112",1117,0,0,8,1,1,0,0,NA,"419385",2021-11-18,"165907"
"5113",1117,0,0,1,0,0,0,0,NA,"165907",2021-08-12,"39"
"5114",1117,0,0,2,0,0,0,0,NA,"39",2017-07-30,"NA"
"5115",1118,0,0,1,0,0,0,0,NA,"0",2022-02-22,"380461"
"5116",1118,0,1,3,0,0,0,0,NA,"380461",2021-11-18,"77340"
"5117",1118,2,1,9,0,0,0,0,"74806","77340",2021-05-15,"50948"
"5118",1118,0,0,9,0,0,0,0,NA,"50948",2021-04-10,"45407"
"5119",1118,1,1,1,0,0,0,0,"40104","45407",2021-03-19,"NA"
"5120",1119,0,0,2,0,0,0,0,NA,"410369",2021-11-18,"426746"
"5121",1119,3,1,5,1,0,0,0,"426746","426746",2021-11-15,"504763"
"5122",1119,3,0,6,0,0,0,0,"478524","504763",2021-10-31,"448074"
"5123",1119,0,0,4,0,0,0,0,NA,"448074",2021-09-17,"177737"
"5124",1119,0,1,2,0,0,0,0,NA,"177737",2021-08-20,"156355"
"5125",1119,1,0,8,6,2,0,0,"147721","156355",2021-08-16,"104192"
"5126",1119,1,1,2,0,0,0,0,"0.01","104192",2021-08-03,"192"
"5127",1119,0,0,1,0,0,0,0,NA,"192",2020-02-09,"128"
"5128",1119,0,0,3,0,0,0,0,NA,"128",2020-01-12,"109"
"5129",1119,1,0,0,0,0,0,0,"109","109",2019-06-20,"NA"
"5130",1120,1,1,22,0,0,0,0,"427954","466675",2021-11-18,"193879"
"5131",1120,2,1,5,0,0,0,0,"192191","193879",2021-08-08,"116800"
"5132",1120,0,0,1,0,0,0,0,NA,"116800",2021-08-01,"64078"
"5133",1120,4,3,3,0,1,0,0,"64219","64078",2021-07-17,"NA"
"5134",1121,0,0,3,0,0,0,0,NA,"386243",2021-11-18,"403514"
"5135",1121,2,2,1,0,0,0,0,"380048","403514",2021-11-14,"11200"
"5136",1121,0,0,2,0,1,1,1,NA,"11200",2021-02-03,"3711"
"5137",1121,1,1,3,0,2,0,0,"2","3711",2020-12-23,"NA"
"5138",1122,3,1,1,0,1,0,0,"4348","410863",2021-11-18,"0"
"5139",1122,0,0,6,4,0,0,0,NA,"0",2021-08-06,"58099"
"5140",1122,0,0,3,0,0,0,0,NA,"58099",2021-07-30,"NA"
"5141",1123,0,0,5,1,0,0,0,NA,"423643",2021-11-17,"124703"
"5142",1123,1,1,1,0,0,0,0,"104563","124703",2021-08-18,"142604"
"5143",1123,1,1,1,0,2,0,0,"115949","142604",2021-08-07,"0"
"5144",1123,0,0,1,0,1,0,0,NA,"0",2021-07-19,"0"
"5145",1123,0,0,1,0,0,0,0,NA,"0",2021-07-09,"39161"
"5146",1123,1,1,3,0,0,0,0,"38247","39161",2021-07-09,"34049"
"5147",1123,1,1,6,1,2,2,2,"23730","34049",2021-06-28,"37072"
"5148",1123,0,0,1,0,0,0,0,NA,"37072",2021-05-31,"NA"
"5149",1124,0,0,1,0,0,0,0,NA,"373179",2021-11-17,"409862"
"5150",1124,1,1,2,1,0,0,0,"348114","409862",2021-11-15,"128"
"5151",1124,0,0,4,3,0,0,0,NA,"128",2018-03-03,"82"
"5152",1124,1,1,1,0,0,0,0,"15","82",2017-07-13,"NA"
"5153",1125,0,0,2,0,0,0,0,NA,"674368",2021-11-17,"469142"
"5154",1125,2,1,4,0,0,0,0,"389151","469142",2021-08-28,"244369"
"5155",1125,5,4,8,0,0,0,0,"812","244369",2021-08-06,"NA"
"5156",1126,0,0,5,2,0,0,0,NA,"390201",2021-11-17,"199971"
"5157",1126,0,0,7,0,0,0,0,NA,"199971",2021-08-23,"43741"
"5158",1126,0,0,3,2,0,0,0,NA,"43741",2021-07-17,"158"
"5159",1126,0,0,1,0,1,0,0,NA,"158",2018-01-23,"NA"
"5160",1127,2,1,2,0,0,0,0,"3745","421039",2021-11-17,"NA"
"5161",1128,0,0,1,0,0,0,0,NA,"377267",2021-11-17,"31235"
"5162",1128,1,1,7,2,1,0,0,"29398","31235",2021-06-26,"NA"
"5163",1129,1,0,5,0,0,0,0,"383600","371714",2021-11-17,"NA"
"5164",1130,1,1,4,0,1,0,0,"398884","550115",2021-11-17,"409318"
"5165",1130,1,0,1,0,1,0,0,"13","409318",2021-10-21,"NA"
"5166",1131,1,1,4,0,1,0,0,"119","580771",2021-11-17,"161"
"5167",1131,2,1,1,0,0,0,0,"13","161",2019-06-19,"NA"
"5168",1132,2,1,2,0,1,0,0,"408071","419134",2021-11-17,"NA"
"5169",1133,4,3,7,0,1,0,0,"569039","564846",2021-11-16,"495350"
"5170",1133,4,2,0,0,2,0,0,"89658","495350",2021-11-06,"NA"
"5171",1134,1,1,4,1,0,0,0,"1120000","1120000",2021-11-16,"145308"
"5172",1134,3,2,5,1,0,0,0,"78213","145308",2021-07-31,"NA"
"5173",1135,1,0,1,0,0,0,0,"348649","371170",2021-11-16,"301407"
"5174",1135,1,1,2,0,0,0,0,"328680","301407",2021-09-25,"360761"
"5175",1135,0,0,2,0,0,0,0,NA,"360761",2021-09-16,"382307"
"5176",1135,1,1,4,2,0,0,0,"362999","382307",2021-09-05,"296793"
"5177",1135,0,1,1,0,1,0,0,NA,"296793",2021-08-27,"0"
"5178",1135,3,1,2,0,1,0,0,"423","0",2021-07-19,"0"
"5179",1135,1,0,1,0,4,3,3,"2","0",2021-07-09,"763"
"5180",1135,0,1,1,0,0,1,0,NA,"763",2020-10-04,"1219"
"5181",1135,0,0,0,0,1,0,1,NA,"1219",2020-09-28,"1062"
"5182",1135,1,0,1,0,0,1,0,"794","1062",2020-09-27,"1065"
"5183",1135,0,0,0,0,0,0,0,NA,"1065",2020-09-26,"1000"
"5184",1135,0,0,0,0,0,0,0,NA,"1000",2020-09-25,"913"
"5185",1135,0,0,0,0,0,0,0,NA,"913",2020-09-24,"796"
"5186",1135,0,0,0,0,1,0,1,NA,"796",2020-09-24,"NA"
"5187",1136,1,0,16,4,1,0,0,"1130000","1070000",2021-11-16,"467468"
"5188",1136,8,3,7,0,1,0,0,"927","467468",2021-08-21,"NA"
"5189",1137,0,1,4,1,1,0,0,NA,"435411",2021-11-16,"460267"
"5190",1137,1,0,5,0,1,0,0,"405441","460267",2021-11-13,"186143"
"5191",1137,5,5,1,0,0,0,0,"58364","186143",2021-07-06,"NA"
"5192",1138,2,2,10,0,1,0,0,"497476","501531",2021-11-15,"518347"
"5193",1138,2,2,1,0,0,0,0,"487","518347",2021-11-01,"47"
"5194",1138,1,1,1,0,0,0,0,"38","47",2018-09-21,"47"
"5195",1138,1,0,0,0,0,0,0,"49","47",2018-05-06,"NA"
"5196",1139,1,1,2,1,0,0,0,"322230","573584",2021-11-15,"93832"
"5197",1139,0,0,11,2,0,0,0,NA,"93832",2021-05-12,"46881"
"5198",1139,1,2,5,0,0,0,0,"40143","46881",2021-03-21,"48804"
"5199",1139,1,0,1,0,1,0,0,"41568","48804",2021-03-12,"NA"
"5200",1140,3,0,1,0,0,0,0,"98","480600",2021-11-15,"285475"
"5201",1140,1,0,1,0,0,0,0,"32","285475",2021-08-24,"53344"
"5202",1140,0,1,1,0,0,0,0,NA,"53344",2021-04-11,"42695"
"5203",1140,1,0,7,0,0,0,0,"42195","42695",2021-04-09,"41320"
"5204",1140,1,1,5,0,0,0,0,"35317","41320",2021-04-08,"28787"
"5205",1140,0,0,1,0,0,0,0,NA,"28787",2021-02-21,"1124"
"5206",1140,0,0,2,0,1,0,0,NA,"1124",2020-09-24,"428"
"5207",1140,0,0,1,0,0,0,0,NA,"428",2020-08-26,"383"
"5208",1140,0,0,2,0,0,0,0,NA,"383",2020-08-26,"NA"
"5209",1141,1,0,9,0,0,0,0,"379722","383555",2021-11-15,"394238"
"5210",1141,1,1,7,3,0,0,0,"371432","394238",2021-11-14,"46716"
"5211",1141,1,1,2,0,0,0,0,"40298","46716",2021-02-24,"37123"
"5212",1141,1,1,3,0,0,0,0,"29170","37123",2021-02-21,"24731"
"5213",1141,0,0,1,0,0,0,0,NA,"24731",2021-02-17,"330"
"5214",1141,0,0,5,1,0,0,0,NA,"330",2020-09-06,"317"
"5215",1141,2,1,15,1,0,0,0,"317","317",2020-07-28,"452"
"5216",1141,0,0,1,0,0,0,0,NA,"452",2020-05-28,"355"
"5217",1141,1,1,2,0,1,0,0,"245","355",2020-05-27,"NA"
"5218",1142,1,1,5,0,0,0,0,"414510","443027",2021-11-15,"389727"
"5219",1142,2,0,1,0,0,0,0,"389727","389727",2021-11-07,"340277"
"5220",1142,1,1,5,2,0,0,0,"316659","340277",2021-09-27,"394205"
"5221",1142,1,1,1,0,0,0,0,"336098","394205",2021-09-04,"74511"
"5222",1142,1,1,4,0,0,0,0,"77103","74511",2021-05-12,"44991"
"5223",1142,2,0,9,1,4,4,4,"44388","44991",2021-04-25,"2001"
"5224",1142,0,0,1,0,0,1,0,NA,"2001",2020-09-30,"1803"
"5225",1142,0,0,0,0,1,0,1,NA,"1803",2020-09-30,"32"
"5226",1142,0,0,1,0,0,0,0,NA,"32",2018-11-25,"NA"
"5227",1143,3,2,2,0,1,0,0,"629848","652011",2021-11-15,"559678"
"5228",1143,2,1,2,0,3,1,1,"521980","559678",2021-11-14,"NA"
"5229",1144,2,0,3,1,0,0,0,"417135","470197",2021-11-15,"NA"
"5230",1145,1,0,4,0,0,0,0,"535809","537924",2021-11-15,"298450"
"5231",1145,1,1,2,0,0,0,0,"191216","298450",2021-08-27,"57525"
"5232",1145,0,0,9,0,0,1,0,NA,"57525",2021-03-12,"19822"
"5233",1145,0,0,0,0,0,0,0,NA,"19822",2021-02-13,"2097"
"5234",1145,0,0,1,0,1,1,1,NA,"2097",2020-09-28,"1227"
"5235",1145,0,0,0,0,1,0,1,NA,"1227",2020-09-26,"745"
"5236",1145,1,2,2,0,1,0,0,"46","745",2020-09-14,"38"
"5237",1145,2,0,6,0,1,0,0,"38","38",2019-11-23,"NA"
"5238",1146,0,0,20,6,1,0,0,NA,"436233",2021-11-14,"75272"
"5239",1146,0,1,20,0,0,0,0,NA,"75272",2021-05-12,"33205"
"5240",1146,4,1,3,1,1,0,0,"28576","33205",2021-04-04,"NA"
"5241",1147,0,0,4,0,0,0,0,NA,"405003",2021-11-14,"412667"
"5242",1147,2,1,9,7,0,0,0,"415485","412667",2021-11-06,"152471"
"5243",1147,1,1,7,0,0,0,0,"114010","152471",2021-08-06,"89768"
"5244",1147,0,0,6,4,0,0,0,NA,"89768",2021-08-01,"3298"
"5245",1147,4,0,0,0,0,0,0,"3298","3298",2020-12-31,"NA"
"5246",1148,0,0,6,1,0,0,0,NA,"402598",2021-11-14,"390640"
"5247",1148,1,1,1,0,0,0,0,"382437","390640",2021-09-05,"NA"
"5248",1149,1,1,7,0,0,0,0,"436458","430132",2021-11-14,"418991"
"5249",1149,2,0,7,2,1,0,0,"418991","418991",2021-10-28,"158022"
"5250",1149,0,0,2,1,0,0,0,NA,"158022",2021-08-10,"51412"
"5251",1149,0,0,2,0,0,0,0,NA,"51412",2021-07-25,"41646"
"5252",1149,0,0,3,0,0,0,0,NA,"41646",2021-07-17,"39904"
"5253",1149,2,1,9,1,1,1,1,"39940","39904",2021-07-15,"60663"
"5254",1149,0,0,1,0,0,0,0,NA,"60663",2021-04-14,"49187"
"5255",1149,0,0,5,0,0,0,0,NA,"49187",2021-04-12,"43551"
"5256",1149,1,1,2,0,0,0,0,"43551","43551",2021-04-09,"31281"
"5257",1149,1,0,9,1,1,0,0,"27351","31281",2021-04-03,"32992"
"5258",1149,1,1,5,0,1,1,1,"27698","32992",2021-02-27,"NA"
"5259",1150,1,1,3,0,1,0,0,"414614","414668",2021-11-14,"359881"
"5260",1150,4,2,4,0,4,0,0,"379732","359881",2021-10-11,"NA"
"5261",1151,0,1,3,1,0,0,0,NA,"394145",2021-11-14,"386786"
"5262",1151,1,0,13,12,1,0,0,"332870","386786",2021-11-10,"66783"
"5263",1151,2,2,5,2,0,0,0,"45625","66783",2021-04-27,"NA"
"5264",1152,0,1,5,0,1,0,0,NA,"533808",2021-11-14,"504196"
"5265",1152,2,1,16,1,1,0,0,"70377","504196",2021-11-06,"21825"
"5266",1152,0,0,1,0,0,0,0,NA,"21825",2021-02-17,"18274"
"5267",1152,0,0,1,0,0,0,0,NA,"18274",2021-02-17,"14573"
"5268",1152,0,0,2,0,1,2,1,NA,"14573",2021-02-16,"3344"
"5269",1152,0,0,1,0,1,0,1,NA,"3344",2020-12-30,"NA"
"5270",1153,2,1,4,0,0,0,0,"384979","389377",2021-11-14,"1"
"5271",1153,0,0,13,3,0,0,0,NA,"1",2021-11-04,"449457"
"5272",1153,0,0,1,0,1,0,0,NA,"449457",2021-08-28,"0"
"5273",1153,0,0,1,0,1,1,1,NA,"0",2021-08-02,"75203"
"5274",1153,1,1,4,2,5,0,0,"66379","75203",2021-07-31,"36274"
"5275",1153,0,1,2,1,2,1,1,NA,"36274",2021-02-23,"65"
"5276",1153,1,0,3,0,0,0,0,"45","65",2020-01-04,"NA"
"5277",1154,1,1,4,1,0,0,0,"373309","389099",2021-11-13,"69176"
"5278",1154,1,1,16,0,3,3,3,"54036","69176",2021-05-03,"39013"
"5279",1154,2,0,2,1,0,0,0,"39013","39013",2021-03-15,"34038"
"5280",1154,2,1,3,0,1,0,0,"33770","34038",2021-03-08,"NA"
"5281",1155,2,2,4,0,0,0,0,"386957","408454",2021-11-13,"NA"
"5282",1156,0,1,1,0,0,0,0,NA,"604521",2021-11-13,"595430"
"5283",1156,1,0,4,0,1,0,0,"321260","595430",2021-11-12,"526884"
"5284",1156,0,0,1,0,0,0,0,NA,"526884",2021-10-26,"NA"
"5285",1157,2,0,20,1,0,0,0,"643200","636847",2021-11-13,"61793"
"5286",1157,5,4,61,7,4,0,0,"61733","61793",2021-07-16,"60630"
"5287",1157,6,4,2,0,0,0,0,"58754","60630",2021-03-14,"31837"
"5288",1157,0,0,1,0,0,1,0,NA,"31837",2021-02-17,"2109"
"5289",1157,0,0,0,0,1,0,1,NA,"2109",2020-10-03,"155"
"5290",1157,1,1,2,0,0,0,0,"13","155",2020-04-13,"NA"
"5291",1158,1,1,7,0,0,0,0,"327262","390908",2021-11-13,"437519"
"5292",1158,1,0,9,4,0,0,0,"436641","437519",2021-10-29,"286737"
"5293",1158,0,0,4,0,0,0,0,NA,"286737",2021-08-26,"264309"
"5294",1158,0,0,2,0,0,0,0,NA,"264309",2021-08-24,"149388"
"5295",1158,0,0,8,0,0,0,0,NA,"149388",2021-08-05,"95675"
"5296",1158,0,0,1,0,0,0,0,NA,"95675",2021-08-01,"93093"
"5297",1158,0,0,5,0,0,0,0,NA,"93093",2021-08-01,"60591"
"5298",1158,0,0,3,0,1,0,0,NA,"60591",2021-07-30,"40028"
"5299",1158,3,3,2,0,0,0,0,"41674","40028",2021-06-11,"38868"
"5300",1158,1,0,5,2,0,0,0,"34400","38868",2021-05-24,"1342"
"5301",1158,0,0,1,0,0,1,0,NA,"1342",2020-09-26,"865"
"5302",1158,0,0,0,0,1,0,1,NA,"865",2020-09-24,"583"
"5303",1158,0,0,1,0,0,1,0,NA,"583",2020-09-14,"460"
"5304",1158,0,0,4,1,1,0,1,NA,"460",2020-09-11,"214"
"5305",1158,0,0,2,0,0,0,0,NA,"214",2020-05-20,"NA"
"5306",1159,1,2,7,1,0,0,0,"335080","364497",2021-11-13,"35421"
"5307",1159,1,0,6,0,2,1,1,"32785","35421",2021-03-04,"6118"
"5308",1159,1,1,1,0,1,0,0,"5615","6118",2021-01-08,"NA"
"5309",1160,0,0,1,0,0,0,0,NA,"389515",2021-11-13,"382691"
"5310",1160,0,1,6,0,2,1,1,NA,"382691",2021-11-10,"63686"
"5311",1160,2,2,8,0,0,0,0,"60163","63686",2021-04-29,"48480"
"5312",1160,1,1,1,0,0,0,0,"46288","48480",2021-04-15,"1091"
"5313",1160,1,0,1,0,0,1,0,"830","1091",2020-09-27,"1047"
"5314",1160,0,0,0,0,0,0,0,NA,"1047",2020-09-26,"856"
"5315",1160,0,0,0,0,1,0,1,NA,"856",2020-09-24,"707"
"5316",1160,0,0,1,0,0,1,0,NA,"707",2020-09-24,"642"
"5317",1160,0,0,0,0,1,0,1,NA,"642",2020-09-22,"364"
"5318",1160,0,0,2,0,2,0,0,NA,"364",2020-09-11,"NA"
"5319",1161,1,1,4,2,1,0,0,"369763","394561",2021-11-12,"48823"
"5320",1161,0,0,1,0,0,0,0,NA,"48823",2021-04-20,"43387"
"5321",1161,1,1,7,0,0,0,0,"40440","43387",2021-04-10,"39090"
"5322",1161,1,0,17,2,3,0,0,"38909","39090",2021-04-08,"81"
"5323",1161,2,1,1,0,0,0,0,"13","81",2020-01-04,"NA"
"5324",1162,1,1,14,1,1,0,0,"403977","403858",2021-11-12,"404049"
"5325",1162,0,0,1,0,0,0,0,NA,"404049",2021-10-01,"257910"
"5326",1162,0,0,1,0,0,0,0,NA,"257910",2021-08-23,"34864"
"5327",1162,0,0,7,0,0,0,0,NA,"34864",2021-03-06,"27551"
"5328",1162,1,0,0,0,0,0,0,"27560","27551",2021-03-05,"NA"
"5329",1163,3,1,8,0,1,0,0,"415075","389469",2021-11-12,"0"
"5330",1163,0,0,1,0,0,0,0,NA,"0",2021-09-21,"0"
"5331",1163,1,2,1,0,0,0,0,"227822","0",2021-09-21,"306414"
"5332",1163,1,0,3,1,0,0,0,"253652","306414",2021-09-15,"247616"
"5333",1163,0,0,4,1,2,1,1,NA,"247616",2021-08-24,"25512"
"5334",1163,0,1,1,0,0,1,0,NA,"25512",2021-02-19,"1765"
"5335",1163,0,0,0,0,0,0,0,NA,"1765",2020-09-29,"1135"
"5336",1163,1,0,1,0,1,1,1,"354","1135",2020-09-27,"796"
"5337",1163,0,0,0,0,1,0,1,NA,"796",2020-09-24,"NA"
"5338",1164,0,0,4,1,1,0,0,NA,"389551",2021-11-12,"42131"
"5339",1164,0,0,1,0,0,0,0,NA,"42131",2021-07-11,"68249"
"5340",1164,0,0,3,0,1,0,0,NA,"68249",2021-05-11,"NA"
"5341",1165,0,0,1,0,3,0,0,NA,"567991",2021-11-12,"NA"
"5342",1166,2,2,13,6,1,0,0,"224189","427409",2021-11-11,"73533"
"5343",1166,3,1,5,1,0,0,0,"75083","73533",2021-04-06,"47876"
"5344",1166,2,1,3,0,0,0,0,"47531","47876",2021-03-04,"18093"
"5345",1166,1,1,1,0,1,0,0,"97","18093",2021-02-04,"NA"
"5346",1167,1,0,9,0,1,0,0,"664880","675265",2021-11-11,"70154"
"5347",1167,0,0,7,0,2,0,0,NA,"70154",2021-04-12,"46050"
"5348",1167,0,1,3,0,0,0,0,NA,"46050",2021-03-31,"36712"
"5349",1167,3,2,4,1,1,0,0,"33057","36712",2021-03-30,"NA"
"5350",1168,0,0,4,1,1,0,0,NA,"1190000",2021-11-11,"623269"
"5351",1168,0,1,3,0,0,0,0,NA,"623269",2021-08-25,"149680"
"5352",1168,1,0,5,0,0,0,0,"123824","149680",2021-05-01,"NA"
"5353",1169,1,0,6,0,2,0,0,"992035","987955",2021-11-11,"535250"
"5354",1169,0,0,5,3,0,0,0,NA,"535250",2021-08-28,"303438"
"5355",1169,0,0,3,0,0,0,0,NA,"303438",2021-08-05,"89241"
"5356",1169,1,1,1,0,1,0,0,"2469","89241",2021-03-15,"NA"
"5357",1170,2,1,14,1,0,0,0,"371665","380782",2021-11-11,"5598"
"5358",1170,1,0,1,0,1,0,0,"5426","5598",2021-01-14,"1493"
"5359",1170,1,1,3,0,0,1,0,"1403","1493",2020-10-08,"1491"
"5360",1170,0,0,0,0,0,0,0,NA,"1491",2020-10-08,"1236"
"5361",1170,0,0,2,1,1,0,1,NA,"1236",2020-10-08,"1941"
"5362",1170,1,0,1,0,1,0,0,"1936","1941",2020-10-05,"NA"
"5363",1171,2,1,3,0,0,0,0,"401032","410590",2021-11-11,"NA"
"5364",1172,1,1,42,1,3,0,0,"327956","400642",2021-11-11,"319625"
"5365",1172,1,1,2,1,0,0,0,"256810","319625",2021-08-25,"101074"
"5366",1172,2,1,16,4,0,0,0,"89036","101074",2021-08-04,"56162"
"5367",1172,0,0,1,0,0,0,0,NA,"56162",2021-07-30,"50795"
"5368",1172,0,1,10,3,0,0,0,NA,"50795",2021-07-26,"45724"
"5369",1172,1,1,3,1,0,0,0,"47449","45724",2021-07-20,"37857"
"5370",1172,2,1,9,0,0,0,0,"34865","37857",2021-06-26,"100851"
"5371",1172,2,1,15,0,0,0,0,"97089","100851",2021-05-08,"44129"
"5372",1172,3,0,6,0,1,0,0,"44129","44129",2021-03-25,"23947"
"5373",1172,0,0,3,0,0,0,0,NA,"23947",2021-02-13,"15934"
"5374",1172,0,0,2,1,2,1,1,NA,"15934",2021-02-04,"100"
"5375",1172,0,0,3,0,0,0,0,NA,"100",2020-01-04,"96"
"5376",1172,1,0,1,0,0,0,0,"13","96",2017-07-07,"NA"
"5377",1173,2,1,1,0,0,0,0,"839592","828165",2021-11-11,"42976"
"5378",1173,0,0,6,4,2,0,0,NA,"42976",2021-07-13,"32346"
"5379",1173,0,0,6,0,0,0,0,NA,"32346",2021-04-05,"16061"
"5380",1173,0,0,1,0,0,1,0,NA,"16061",2021-02-14,"1323"
"5381",1173,0,0,0,0,0,0,0,NA,"1323",2020-09-28,"1254"
"5382",1173,0,0,0,0,0,0,0,NA,"1254",2020-09-28,"1131"
"5383",1173,0,0,0,0,0,0,0,NA,"1131",2020-09-27,"729"
"5384",1173,0,0,0,0,0,0,0,NA,"729",2020-09-23,"673"
"5385",1173,0,0,0,0,0,0,0,NA,"673",2020-09-23,"690"
"5386",1173,0,0,0,0,1,0,1,NA,"690",2020-09-15,"659"
"5387",1173,0,0,1,0,0,0,0,NA,"659",2020-09-14,"465"
"5388",1173,0,0,1,0,0,0,0,NA,"465",2020-09-13,"NA"
"5389",1174,3,2,1,0,0,0,0,"77576","688353",2021-11-11,"3323"
"5390",1174,7,0,0,0,0,0,0,"680","3323",2020-12-28,"55"
"5391",1174,1,1,5,0,0,0,0,"54","55",2018-12-21,"NA"
"5392",1175,0,0,2,0,1,0,0,NA,"411314",2021-11-11,"1385"
"5393",1175,1,0,1,0,0,0,0,"1395","1385",2020-12-12,"NA"
"5394",1176,1,0,3,0,0,0,0,"416600","413167",2021-11-10,"453821"
"5395",1176,0,0,1,0,1,0,0,NA,"453821",2021-10-31,"412886"
"5396",1176,0,0,12,1,0,0,0,NA,"412886",2021-10-29,"355242"
"5397",1176,0,1,4,3,0,0,0,NA,"355242",2021-09-16,"225231"
"5398",1176,1,0,4,3,0,0,0,"201642","225231",2021-08-23,"37892"
"5399",1176,0,0,1,0,0,0,0,NA,"37892",2021-07-16,"34408"
"5400",1176,2,0,1,0,0,0,0,"35334","34408",2021-07-16,"1105"
"5401",1176,0,0,2,1,0,0,0,NA,"1105",2020-09-24,"176"
"5402",1176,1,1,3,1,0,0,0,"109","176",2020-02-16,"NA"
"5403",1177,1,1,3,0,0,0,0,"332214","404961",2021-11-10,"49043"
"5404",1177,2,2,3,2,1,0,0,"47944","49043",2021-04-24,"78"
"5405",1177,0,0,1,0,0,0,0,NA,"78",2019-05-06,"NA"
"5406",1178,1,2,5,1,0,0,0,"346555","419748",2021-11-10,"399097"
"5407",1178,2,2,4,0,4,0,0,"406649","399097",2021-10-23,"287955"
"5408",1178,1,0,2,0,1,0,0,"257102","287955",2021-09-13,"42370"
"5409",1178,2,0,7,2,0,0,0,"39210","42370",2021-06-01,"64838"
"5410",1178,1,0,5,0,1,0,0,"64412","64838",2021-05-11,"NA"
"5411",1179,0,0,4,0,1,0,0,NA,"565636",2021-11-10,"127499"
"5412",1179,0,0,1,0,0,0,0,NA,"127499",2021-08-01,"117548"
"5413",1179,3,1,2,0,0,0,0,"82814","117548",2021-05-02,"2761"
"5414",1179,3,2,2,0,1,0,0,"57","2761",2020-10-09,"NA"
"5415",1180,1,1,1,0,0,0,0,"386274","416871",2021-11-10,"NA"
"5416",1181,0,0,1,0,0,0,0,NA,"568700",2021-11-10,"475528"
"5417",1181,4,2,2,1,2,0,0,"5255","475528",2021-11-10,"NA"
"5418",1182,0,0,2,0,0,0,0,NA,"422812",2021-11-10,"415536"
"5419",1182,1,0,1,0,3,1,1,"410724","415536",2021-11-08,"NA"
"5420",1183,2,0,4,0,0,0,0,"502209","502209",2021-11-10,"518852"
"5421",1183,2,2,3,1,2,0,0,"20833","518852",2021-11-06,"NA"
"5422",1184,2,1,3,0,2,0,0,"450889","450889",2021-11-09,"NA"
"5423",1185,5,4,16,2,0,0,0,"453318","475156",2021-11-09,"63552"
"5424",1185,2,2,4,1,1,0,0,"59481","63552",2021-07-29,"NA"
"5425",1186,2,1,2,0,1,0,0,"1500000","1480000",2021-11-09,"NA"
"5426",1187,0,0,6,0,1,0,0,NA,"414386",2021-11-09,"375891"
"5427",1187,1,1,3,1,0,0,0,"362246","375891",2021-10-15,"14614"
"5428",1187,1,1,2,0,0,0,0,"14676","14614",2021-02-17,"13905"
"5429",1187,0,0,1,0,0,0,0,NA,"13905",2021-02-14,"219"
"5430",1187,0,0,4,0,0,0,0,NA,"219",2020-07-09,"254"
"5431",1187,0,0,1,0,0,0,0,NA,"254",2020-05-27,"42"
"5432",1187,0,0,1,0,1,0,0,NA,"42",2018-08-15,"NA"
"5433",1188,3,2,5,0,0,0,0,"394559","408259",2021-11-09,"362652"
"5434",1188,1,0,4,1,0,0,0,"364649","362652",2021-10-04,"308443"
"5435",1188,0,0,2,0,0,0,0,NA,"308443",2021-09-25,"374536"
"5436",1188,0,0,1,0,0,0,0,NA,"374536",2021-09-02,"355620"
"5437",1188,0,0,2,0,0,0,0,NA,"355620",2021-09-02,"325092"
"5438",1188,0,0,1,0,0,0,0,NA,"325092",2021-08-28,"316544"
"5439",1188,0,0,5,0,0,0,0,NA,"316544",2021-08-28,"217070"
"5440",1188,1,0,2,0,1,0,0,"69","217070",2021-08-23,"NA"
"5441",1189,0,0,3,0,1,0,0,NA,"456290",2021-11-09,"NA"
"5442",1190,7,3,9,0,2,0,0,"74","1850000",2021-11-09,"NA"
"5443",1191,3,3,5,0,1,0,0,"390730","398210",2021-11-09,"0"
"5444",1191,0,0,1,0,0,0,0,NA,"0",2021-07-16,"38465"
"5445",1191,1,0,1,0,0,0,0,"38054","38465",2021-07-16,"34010"
"5446",1191,0,0,1,0,0,0,0,NA,"34010",2021-06-28,"29854"
"5447",1191,0,0,3,0,0,0,0,NA,"29854",2021-06-28,"NA"
"5448",1192,1,1,5,0,0,0,0,"380355","381264",2021-11-09,"371052"
"5449",1192,1,0,5,3,3,0,0,"337351","371052",2021-10-04,"66174"
"5450",1192,0,0,1,0,0,0,0,NA,"66174",2021-07-05,"48480"
"5451",1192,1,2,1,0,0,0,0,"41055","48480",2021-04-08,"26439"
"5452",1192,1,0,2,0,0,0,0,"23089","26439",2021-02-20,"14809"
"5453",1192,0,0,1,0,0,0,0,NA,"14809",2021-02-13,"72"
"5454",1192,0,0,5,3,0,0,0,NA,"72",2017-08-15,"84"
"5455",1192,0,0,1,0,0,0,0,NA,"84",2017-07-11,"NA"
