"","punk","bid","bid_withdrawn","offer","offer_withdrawn","transfer","unwrap","wrap","largest_bid","sold_price","sold_date","last_sold_price"
"1",1,3,0,2,0,3,0,0,"265","177275",2022-04-20,"55"
"2",1,0,0,4,2,0,0,0,NA,"55",2017-08-12,"72"
"3",1,0,0,3,0,0,0,0,NA,"72",2017-07-20,"58"
"4",1,2,0,0,0,0,0,0,"58","58",2017-07-19,"NA"
"5",2,1,0,1,0,0,0,0,"181219","181899",2022-04-20,"180524"
"6",2,1,1,8,1,4,0,0,"147767","180524",2022-03-09,"76034"
"7",2,0,0,13,0,0,0,0,NA,"76034",2021-05-03,"44201"
"8",2,1,1,3,0,0,0,0,"33168","44201",2021-03-13,"41984"
"9",2,0,0,1,0,1,0,0,NA,"41984",2021-03-11,"NA"
"10",3,0,0,4,0,0,0,0,NA,"212730",2022-04-20,"186497"
"11",3,0,0,3,0,0,0,0,NA,"186497",2022-03-18,"171379"
"12",3,0,0,1,0,0,0,0,NA,"171379",2022-03-10,"172913"
"13",3,0,0,3,0,0,0,0,NA,"172913",2022-03-09,"410275"
"14",3,0,0,1,0,0,0,0,NA,"410275",2021-10-02,"40364"
"15",3,0,0,1,0,0,0,0,NA,"40364",2021-07-16,"45760"
"16",3,0,0,1,0,0,0,0,NA,"45760",2021-02-23,"NA"
"17",4,0,1,4,0,0,0,0,NA,"203481",2022-04-20,"196649"
"18",4,1,0,1,0,1,0,0,"182463","196649",2022-03-18,"51463"
"19",4,0,0,2,1,1,0,0,NA,"51463",2021-04-14,"NA"
"20",5,1,0,3,0,3,0,0,"198315","215006",2022-04-20,"NA"
"21",6,5,3,3,0,3,0,0,"64","215006",2022-04-20,"NA"
"22",7,3,1,2,0,3,0,0,"59","189162",2022-04-20,"NA"
"23",8,3,1,3,0,3,0,0,"64","195264",2022-04-20,"NA"
"24",9,0,0,1,0,0,0,0,NA,"0",2022-04-20,"0"
"25",9,0,0,1,0,1,0,0,NA,"0",2022-04-20,"170856"
"26",9,2,0,1,0,3,0,0,"170856","170856",2022-04-20,"58"
"27",9,0,0,1,0,0,0,0,NA,"58",2017-07-19,"NA"
"28",10,0,0,3,0,1,0,0,NA,"244955",2022-04-20,"279816"
"29",10,0,0,18,2,2,0,0,NA,"279816",2022-04-01,"250097"
"30",10,5,4,1,0,0,0,0,"39573","250097",2022-01-25,"NA"
"31",11,0,0,1,0,1,0,0,NA,"187953",2022-04-20,"180130"
"32",11,2,1,1,0,0,0,0,"186564","180130",2022-03-13,"204951"
"33",11,0,0,1,0,0,0,0,NA,"204951",2022-03-02,"41248"
"34",11,0,0,1,0,0,0,0,NA,"41248",2021-02-22,"NA"
"35",12,2,1,7,0,1,0,0,"264098","277209",2022-04-20,"257972"
"36",12,0,0,3,0,0,0,0,NA,"257972",2022-03-12,"369244"
"37",12,2,3,6,0,1,0,0,"284291","369244",2021-12-24,"316105"
"38",12,1,0,1,0,0,0,0,"280595","316105",2021-12-15,"52064"
"39",12,2,1,6,2,0,0,0,"37969","52064",2021-06-29,"70520"
"40",12,2,2,2,0,1,0,0,"61244","70520",2021-05-19,"47634"
"41",12,2,0,1,0,0,0,0,"34","47634",2021-05-18,"NA"
"42",13,0,0,3,0,0,0,0,NA,"200626",2022-04-20,"185936"
"43",13,2,0,3,1,0,0,0,"190935","185936",2022-04-12,"368123"
"44",13,2,1,1,0,0,0,0,"333843","368123",2021-10-01,"67"
"45",13,0,0,1,0,0,0,0,NA,"67",2017-07-04,"NA"
"46",14,3,3,2,0,5,0,0,"50474","223283",2022-04-20,"NA"
"47",15,3,3,2,0,1,0,0,"514758","371800",2022-04-20,"171980"
"48",15,12,5,6,2,1,0,0,"86097","171980",2021-07-31,"922"
"49",15,3,2,12,3,0,0,0,"735","922",2018-01-17,"396"
"50",15,2,0,15,0,0,0,0,"396","396",2017-07-20,"237"
"51",15,2,0,0,0,0,0,0,"237","237",2017-07-17,"NA"
"52",16,2,1,13,0,0,0,0,"247801","247866",2022-04-20,"267763"
"53",16,0,1,12,2,2,0,0,NA,"267763",2022-03-09,"2606"
"54",16,2,0,1,0,1,0,0,"1817","2606",2020-10-11,"NA"
"55",17,2,1,4,0,0,0,0,"500637","464750",2022-04-20,"604521"
"56",17,1,1,8,1,1,0,0,"733575","604521",2021-12-09,"659844"
"57",17,4,2,0,0,2,0,0,"659844","659844",2021-11-08,"NA"
"58",18,3,0,23,0,0,0,0,"240248","240248",2022-04-20,"277444"
"59",18,0,0,4,1,1,0,0,NA,"277444",2021-08-05,"35027"
"60",18,13,8,1,0,0,0,0,"9768","35027",2021-02-13,"NA"
"61",19,0,1,3,0,0,0,0,NA,"223878",2022-04-19,"359226"
"62",19,1,0,6,1,3,0,0,"335702","359226",2021-11-18,"NA"
"63",20,0,1,11,0,1,0,0,NA,"202193",2022-04-19,"197358"
"64",20,2,1,20,5,0,0,0,"189629","197358",2022-03-12,"208840"
"65",20,0,0,2,1,1,0,0,NA,"208840",2022-01-26,"0"
"66",20,5,3,5,1,3,1,1,"5584","0",2021-07-30,"3197"
"67",20,2,0,1,0,0,0,0,"3197","3197",2021-06-30,"39078"
"68",20,1,1,10,0,0,0,0,"33078","39078",2021-06-29,"66557"
"69",20,0,0,2,0,0,1,0,NA,"66557",2021-05-03,"71812"
"70",20,0,0,1,1,3,2,3,NA,"71812",2021-05-03,"207"
"71",20,0,0,3,0,1,0,0,NA,"207",2020-07-17,"182"
"72",20,0,0,1,0,0,0,0,NA,"182",2020-05-22,"NA"
"73",21,2,2,3,0,3,0,0,"102237","225164",2022-04-19,"NA"
"74",22,2,1,5,0,0,0,0,"178384","188707",2022-04-19,"219670"
"75",22,0,0,1,0,1,0,0,NA,"219670",2022-03-19,"178203"
"76",22,0,0,3,0,0,0,0,NA,"178203",2022-01-25,"188598"
"77",22,5,1,5,0,0,0,0,"3768","188598",2022-01-19,"NA"
"78",23,1,0,5,0,0,0,0,"206740","206614",2022-04-19,"319083"
"79",23,0,0,2,0,3,0,0,NA,"319083",2021-12-04,"NA"
"80",24,1,1,1,0,0,0,0,"245463","254292",2022-04-18,"223368"
"81",24,5,2,17,0,0,0,0,"488435","223368",2022-04-14,"434618"
"82",24,3,3,13,2,0,0,0,"436517","434618",2021-09-07,"89861"
"83",24,2,2,5,0,0,0,0,"73255","89861",2021-07-31,"57007"
"84",24,1,0,3,0,0,0,0,"53533","57007",2021-05-24,"50684"
"85",24,0,0,1,0,2,1,1,NA,"50684",2021-02-18,"126"
"86",24,0,0,2,1,0,0,0,NA,"126",2020-01-16,"70"
"87",24,0,0,2,0,0,0,0,NA,"70",2020-01-04,"45"
"88",24,0,0,2,0,0,0,0,NA,"45",2019-09-02,"NA"
"89",25,1,0,1,0,0,0,0,"186404","186404",2022-04-18,"190662"
"90",25,1,1,2,0,1,0,0,"187009","190662",2022-04-15,"15"
"91",25,0,0,1,0,0,0,0,NA,"15",2018-12-05,"NA"
"92",26,5,4,10,3,0,0,0,"44302","240026",2022-04-18,"NA"
"93",27,2,2,6,1,4,0,0,"437053","292061",2022-04-18,"318510"
"94",27,1,0,1,0,0,0,0,"14","318510",2021-08-23,"NA"
"95",28,2,2,3,0,2,0,0,"242827","219635",2022-04-18,"304508"
"96",28,1,0,2,1,0,0,0,"264824","304508",2021-12-25,"29"
"97",28,0,0,2,0,1,0,0,NA,"29",2018-08-16,"50"
"98",28,0,0,1,0,0,0,0,NA,"50",2017-07-03,"NA"
"99",29,1,1,6,3,4,0,0,"199638","200036",2022-04-17,"10315"
"100",29,4,1,1,0,0,0,0,"727","10315",2020-12-31,"NA"
"101",30,2,0,7,2,0,0,0,"212245","209323",2022-04-17,"294458"
"102",30,0,0,1,0,2,0,0,NA,"294458",2022-02-15,"120167"
"103",30,0,0,1,0,0,1,0,NA,"120167",2021-08-04,"767"
"104",30,0,0,0,0,1,0,1,NA,"767",2020-09-24,"591"
"105",30,0,0,2,0,1,0,0,NA,"591",2020-09-12,"40"
"106",30,0,0,1,0,0,0,0,NA,"40",2019-11-23,"38"
"107",30,1,1,6,0,1,0,0,"14","38",2019-11-23,"NA"
"108",31,5,4,2,0,0,0,0,"257864","271038",2022-04-17,"NA"
"109",32,2,1,3,0,0,0,0,"196509","193704",2022-04-17,"NA"
"110",33,0,0,1,0,0,0,0,NA,"0",2022-04-18,"0"
"111",33,0,0,1,0,2,0,0,NA,"0",2022-04-18,"180210"
"112",33,0,0,1,0,2,0,0,NA,"180210",2022-04-17,"421"
"113",33,0,0,2,0,0,0,0,NA,"421",2020-08-26,"NA"
"114",34,5,4,31,2,1,0,0,"483667","248548",2022-04-17,"221960"
"115",34,0,0,2,1,1,0,0,NA,"221960",2021-08-06,"1559"
"116",34,2,1,1,0,0,0,0,"24","1559",2020-09-25,"NA"
"117",35,0,0,2,1,2,0,0,NA,"181580",2022-04-16,"536"
"118",35,0,0,2,0,0,0,0,NA,"536",2020-08-26,"NA"
"119",36,1,1,3,0,2,1,1,"196808","216874",2022-04-16,"205370"
"120",36,1,1,1,0,1,0,0,"219986","205370",2022-03-11,"211643"
"121",36,1,1,2,1,1,0,0,"4410","211643",2022-02-06,"94"
"122",36,0,0,1,0,0,0,0,NA,"94",2019-09-17,"NA"
"123",37,3,1,3,0,0,0,0,"205758","210081",2022-04-16,"NA"
"124",38,1,0,2,0,1,0,0,"186841","209624",2022-04-16,"34181"
"125",38,2,1,0,0,1,0,0,"34181","34181",2021-03-27,"NA"
"126",39,3,3,15,3,0,0,0,"248247","211143",2022-04-16,"205267"
"127",39,1,1,8,0,1,0,0,"179437","205267",2022-03-11,"154529"
"128",39,2,1,1,0,1,0,0,"154529","154529",2022-02-24,"271626"
"129",39,3,1,7,0,0,0,0,"327221","271626",2021-12-29,"435309"
"130",39,0,0,30,3,1,0,0,NA,"435309",2021-08-28,"71090"
"131",39,1,1,1,0,1,0,0,"68","71090",2021-04-12,"NA"
"132",40,3,2,11,0,0,0,0,"207147","213128",2022-04-16,"250130"
"133",40,1,1,1,0,4,1,1,"4197","250130",2022-03-09,"NA"
"134",41,2,1,15,2,0,0,0,"265285","218142",2022-04-15,"177325"
"135",41,2,2,2,1,1,0,0,"162177","177325",2021-08-06,"1849"
"136",41,0,0,1,0,0,0,0,NA,"1849",2020-09-27,"NA"
"137",42,2,1,12,3,6,1,1,"759247","754737",2022-04-15,"116217"
"138",42,0,0,1,0,0,0,0,NA,"116217",2021-03-22,"NA"
"139",43,4,0,6,1,2,0,0,"197207","208973",2022-04-15,"55956"
"140",43,0,0,1,0,0,0,0,NA,"55956",2021-04-09,"38804"
"141",43,2,1,12,4,0,0,0,"38228","38804",2021-03-27,"65291"
"142",43,0,0,1,0,0,0,0,NA,"65291",2021-03-14,"54079"
"143",43,4,4,7,3,1,0,0,"64","54079",2021-02-22,"65"
"144",43,0,0,3,0,0,0,0,NA,"65",2017-07-26,"0.01"
"145",43,0,0,1,0,0,0,0,NA,"0.01",2017-07-22,"56"
"146",43,0,0,1,0,0,0,0,NA,"56",2017-06-29,"38"
"147",43,0,0,1,0,0,0,0,NA,"38",2017-06-23,"NA"
"148",44,3,3,4,0,1,0,0,"261410","217428",2022-04-15,"273017"
"149",44,0,0,3,1,0,0,0,NA,"273017",2022-04-02,"250616"
"150",44,1,1,2,0,0,0,0,"189281","250616",2022-03-19,"189281"
"151",44,2,1,2,1,1,0,0,"191456","189281",2022-03-18,"16241"
"152",44,1,0,3,0,1,0,0,"11872","16241",2021-02-15,"NA"
"153",45,0,0,1,0,0,0,0,NA,"236082",2022-04-14,"115"
"154",45,0,0,1,0,0,0,0,NA,"115",2018-01-20,"NA"
"155",46,1,1,2,0,0,0,0,"202596","197260",2022-04-14,"115"
"156",46,0,0,3,0,0,0,0,NA,"115",2018-01-20,"NA"
"157",47,0,0,1,0,0,0,0,NA,"236088",2022-04-14,"115"
"158",47,0,0,1,0,0,0,0,NA,"115",2018-01-20,"NA"
"159",48,2,1,1,0,1,0,0,"212359","217417",2022-04-14,"209531"
"160",48,1,1,2,0,0,0,0,"245146","209531",2022-04-09,"507958"
"161",48,0,0,1,0,0,0,0,NA,"507958",2021-10-02,"NA"
"162",49,2,1,20,0,1,0,0,"218247","215685",2022-04-14,"45"
"163",49,0,0,2,0,0,0,0,NA,"45",2019-12-17,"47"
"164",49,0,0,3,0,0,0,0,NA,"47",2019-09-15,"NA"
"165",50,1,1,6,0,2,0,0,"198753","197198",2022-04-14,"42248"
"166",50,2,0,2,0,0,0,0,"40521","42248",2021-06-15,"38274"
"167",50,0,0,2,0,1,0,0,NA,"38274",2021-06-15,"91357"
"168",50,0,0,1,0,0,0,0,NA,"91357",2021-05-04,"52778"
"169",50,1,0,2,0,1,0,0,"53385","52778",2021-04-16,"NA"
"170",51,3,2,1,0,2,0,0,"179954","193472",2022-04-14,"76"
"171",51,0,0,1,0,0,0,0,NA,"76",2017-12-14,"NA"
"172",52,5,4,52,7,1,0,0,"259888","243589",2022-04-14,"15614"
"173",52,2,1,0,0,1,0,0,"15614","15614",2021-02-09,"NA"
"174",53,0,0,15,2,4,0,0,NA,"188373",2022-04-14,"78839"
"175",53,3,3,20,0,0,0,0,"74949","78839",2021-04-22,"57350"
"176",53,1,0,1,0,1,0,0,"47821","57350",2021-03-12,"NA"
"177",54,0,0,1,0,0,0,0,NA,"199805",2022-04-13,"184267"
"178",54,1,0,1,0,0,0,0,"184265","184267",2022-04-12,"410478"
"179",54,0,0,2,0,0,0,0,NA,"410478",2021-10-02,"374465"
"180",54,0,0,18,0,0,0,0,NA,"374465",2021-10-01,"383662"
"181",54,0,0,6,2,0,0,0,NA,"383662",2021-08-30,"121050"
"182",54,0,0,1,0,0,0,0,NA,"121050",2021-08-05,"47307"
"183",54,4,1,2,0,0,0,0,"34905","47307",2021-03-15,"NA"
"184",55,0,0,3,0,0,0,0,NA,"204855",2022-04-13,"213406"
"185",55,3,0,3,1,0,0,0,"213406","213406",2022-04-06,"384764"
"186",55,0,0,4,0,0,0,0,NA,"384764",2021-11-24,"376242"
"187",55,5,5,14,2,1,0,0,"409071","376242",2021-11-16,"42686"
"188",55,0,0,1,0,0,0,0,NA,"42686",2021-07-13,"NA"
"189",56,0,1,1,0,0,0,0,NA,"191033",2022-04-13,"176881"
"190",56,3,2,9,0,2,0,0,"17644","176881",2022-04-12,"186"
"191",56,0,0,2,1,0,0,0,NA,"186",2020-04-28,"NA"
"192",57,0,0,1,0,0,0,0,NA,"212223",2022-04-13,"63729"
"193",57,0,0,4,1,0,0,0,NA,"63729",2021-05-13,"9609"
"194",57,1,0,1,0,0,1,0,"9609","9609",2021-02-09,"2620"
"195",57,1,0,2,1,2,1,2,"1481","2620",2020-12-22,"1645"
"196",57,0,0,2,0,0,1,0,NA,"1645",2020-10-11,"1601"
"197",57,0,0,0,0,0,0,0,NA,"1601",2020-10-09,"1642"
"198",57,0,0,0,0,1,0,1,NA,"1642",2020-09-28,"103"
"199",57,1,1,2,0,1,0,0,"13","103",2020-04-18,"NA"
"200",58,4,2,11,4,2,0,0,"440972","204871",2022-04-13,"41055"
"201",58,0,0,3,0,0,0,0,NA,"41055",2021-03-19,"NA"
"202",59,0,0,1,0,2,1,1,NA,"230683",2022-04-13,"250763"
"203",59,3,1,17,2,1,0,0,"252420","250763",2022-04-04,"2045"
"204",59,1,0,9,6,3,3,3,"2045","2045",2020-12-14,"2307"
"205",59,1,0,1,0,0,0,0,"2042","2307",2020-10-15,"180"
"206",59,0,0,2,0,0,0,0,NA,"180",2020-05-17,"84"
"207",59,1,0,3,0,0,0,0,"118","84",2019-08-09,"NA"
"208",60,0,0,1,0,2,0,0,NA,"191749",2022-04-13,"104"
"209",60,1,1,1,0,0,0,0,"45","104",2017-12-14,"28"
"210",60,1,0,6,0,1,0,0,"4","28",2017-10-19,"NA"
"211",61,2,0,7,0,0,0,0,"33486","191749",2022-04-13,"43"
"212",61,0,0,1,0,0,0,0,NA,"43",2019-01-26,"NA"
"213",62,1,1,4,2,0,0,0,"411","3230000",2022-04-13,"9261"
"214",62,5,4,4,0,0,0,0,"9261","9261",2020-09-07,"459"
"215",62,1,0,2,0,0,0,0,"151","459",2019-01-10,"327"
"216",62,2,1,3,0,1,0,0,"352","327",2018-12-25,"224"
"217",62,6,2,0,0,0,0,0,"280","224",2017-08-03,"NA"
"218",63,0,1,6,0,0,0,0,NA,"184572",2022-04-13,"204775"
"219",63,1,0,3,1,0,0,0,"197836","204775",2022-04-10,"409791"
"220",63,0,0,1,0,0,0,0,NA,"409791",2021-10-02,"348414"
"221",63,0,1,1,0,0,0,0,NA,"348414",2021-09-30,"333962"
"222",63,1,0,3,0,0,0,0,"315939","333962",2021-09-30,"317065"
"223",63,0,0,3,0,0,0,0,NA,"317065",2021-09-16,"376077"
"224",63,0,0,3,2,0,0,0,NA,"376077",2021-09-03,"302358"
"225",63,0,0,2,0,0,0,0,NA,"302358",2021-08-28,"73280"
"226",63,1,0,1,0,0,0,0,"0.01","73280",2021-05-03,"30"
"227",63,1,1,1,0,0,0,0,"75","30",2018-10-11,"NA"
"228",64,1,1,1,0,0,0,0,"172526","184603",2022-04-13,"NA"
"229",65,1,0,2,0,0,0,0,"166530","176861",2022-04-13,"191395"
"230",65,0,0,5,0,0,0,0,NA,"191395",2022-03-12,"178257"
"231",65,1,1,1,0,4,1,1,"196512","178257",2022-03-11,"NA"
"232",66,2,1,2,0,0,0,0,"31344","244217",2022-04-13,"3782"
"233",66,1,1,1,0,0,0,0,"3777","3782",2020-10-15,"NA"
"234",67,1,0,10,0,0,0,0,"281051","282092",2022-04-13,"615275"
"235",67,0,0,5,0,1,0,0,NA,"615275",2021-09-16,"538605"
"236",67,3,1,4,1,0,0,0,"538605","538605",2021-09-01,"348283"
"237",67,1,0,15,1,0,0,0,"323","348283",2021-08-23,"137598"
"238",67,3,3,8,2,0,0,0,"90978","137598",2021-07-31,"77756"
"239",67,3,0,7,0,4,0,0,"77725","77756",2021-07-12,"93896"
"240",67,4,4,1,0,0,0,0,"87400","93896",2021-03-18,"NA"
"241",68,3,2,13,1,1,0,0,"379416","379416",2022-04-13,"361078"
"242",68,0,0,1,0,1,0,0,NA,"361078",2021-12-24,"351396"
"243",68,6,6,41,12,5,0,0,"764202","351396",2021-12-22,"137328"
"244",68,3,1,4,0,0,0,0,"130501","137328",2021-07-10,"96103"
"245",68,0,0,1,0,0,0,0,NA,"96103",2021-03-18,"79271"
"246",68,1,2,1,0,1,0,0,"70846","79271",2021-03-12,"47909"
"247",68,2,0,1,0,2,0,0,"37828","47909",2021-02-18,"68"
"248",68,1,0,0,0,0,0,0,"70","68",2018-05-27,"NA"
"249",69,0,0,2,0,1,0,0,NA,"240071",2022-04-12,"257372"
"250",69,1,1,3,1,3,0,0,"318692","257372",2022-04-06,"261189"
"251",69,0,0,7,1,2,0,0,NA,"261189",2022-03-13,"278145"
"252",69,0,0,2,0,0,0,0,NA,"278145",2022-02-01,"108401"
"253",69,1,1,2,0,0,1,0,"39076","108401",2021-08-01,"2006"
"254",69,0,0,0,0,1,0,1,NA,"2006",2020-10-04,"1411"
"255",69,1,0,0,0,0,0,0,"1414","1411",2020-10-04,"60"
"256",69,0,0,4,2,0,0,0,NA,"60",2018-06-08,"NA"
"257",70,3,1,2,0,0,0,0,"178580","176815",2022-04-12,"241641"
"258",70,2,2,3,0,2,0,0,"63","241641",2022-04-03,"NA"
"259",71,2,1,4,2,0,0,0,"179765","189725",2022-04-12,"407645"
"260",71,3,1,12,0,0,0,0,"394726","407645",2021-11-14,"458094"
"261",71,1,0,2,0,2,0,0,"454002","458094",2021-11-04,"NA"
"262",72,0,0,1,0,0,0,0,NA,"0",2022-04-12,"0"
"263",72,2,1,1,0,1,0,0,"178254","0",2022-04-12,"178254"
"264",72,2,1,3,0,0,0,0,"178254","178254",2022-04-12,"372381"
"265",72,1,0,4,1,1,0,0,"335364","372381",2021-11-09,"35449"
"266",72,3,1,2,0,3,3,3,"66529","35449",2021-06-29,"73847"
"267",72,0,0,1,0,1,1,1,NA,"73847",2021-05-03,"76066"
"268",72,0,0,3,0,2,0,0,NA,"76066",2021-05-03,"69"
"269",72,1,1,1,0,0,0,0,"36","69",2017-07-22,"NA"
"270",73,1,1,27,1,0,0,0,"511758","418772",2022-04-12,"550677"
"271",73,0,0,4,0,0,0,0,NA,"550677",2022-01-03,"161547"
"272",73,3,3,3,1,0,0,0,"493","161547",2021-04-23,"NA"
"273",74,0,0,1,0,0,0,0,NA,"0",2022-04-13,"0"
"274",74,0,0,1,0,0,0,0,NA,"0",2022-04-13,"186501"
"275",74,1,0,5,1,0,0,0,"200918","186501",2022-04-12,"325981"
"276",74,0,0,4,3,0,0,0,NA,"325981",2021-09-30,"250649"
"277",74,0,0,7,2,0,0,0,NA,"250649",2021-08-25,"183338"
"278",74,0,0,1,0,0,0,0,NA,"183338",2021-08-23,"65438"
"279",74,0,1,4,2,0,0,0,NA,"65438",2021-05-02,"42117"
"280",74,1,1,4,2,0,0,0,"1566","42117",2021-04-10,"54"
"281",74,1,0,1,0,0,0,0,"37","54",2019-12-10,"50"
"282",74,0,0,1,0,0,0,0,NA,"50",2019-12-08,"25"
"283",74,0,0,1,0,0,0,0,NA,"25",2018-10-11,"NA"
"284",75,10,7,5,0,1,0,0,"283097","329999",2022-04-11,"565037"
"285",75,8,6,12,0,0,0,0,"68690","565037",2021-08-28,"46044"
"286",75,1,1,20,0,0,0,0,"43942","46044",2021-05-30,"76995"
"287",75,3,1,5,0,0,0,0,"67655","76995",2021-05-15,"27057"
"288",75,4,1,0,0,0,0,0,"41","27057",2021-05-13,"NA"
"289",76,2,0,17,1,1,0,0,"206437","197347",2022-04-11,"205"
"290",76,0,0,1,0,0,0,0,NA,"205",2020-05-22,"NA"
"291",77,1,0,2,0,1,0,0,"209896","199500",2022-04-11,"NA"
"292",78,0,0,1,0,2,1,1,NA,"198309",2022-04-11,"NA"
"293",79,2,0,6,0,0,0,0,"226725","226725",2022-04-11,"249999"
"294",79,0,0,5,0,1,0,0,NA,"249999",2022-03-09,"276208"
"295",79,4,2,15,4,0,0,0,"444300","276208",2022-01-31,"32414"
"296",79,0,0,2,0,0,0,0,NA,"32414",2021-03-10,"35348"
"297",79,0,0,6,0,3,0,0,NA,"35348",2021-03-08,"NA"
"298",80,0,0,3,2,0,0,0,NA,"208587",2022-04-11,"45372"
"299",80,0,0,1,0,0,0,0,NA,"45372",2021-03-14,"NA"
"300",81,2,1,24,5,1,0,0,"41891","214732",2022-04-11,"37041"
"301",81,1,1,2,0,0,0,0,"34605","37041",2021-06-27,"35040"
"302",81,1,0,3,0,0,1,0,"35040","35040",2021-04-08,"33920"
"303",81,0,0,1,0,1,0,1,NA,"33920",2021-04-05,"47014"
"304",81,0,0,4,0,0,0,0,NA,"47014",2021-03-12,"403"
"305",81,0,0,1,0,0,0,0,NA,"403",2020-05-26,"NA"
"306",82,21,6,3,1,0,0,0,"63","724900",2022-04-10,"NA"
"307",83,3,2,6,5,4,1,1,"224833","216710",2022-04-10,"NA"
"308",84,2,1,11,5,3,0,0,"233923","226215",2022-04-09,"1573"
"309",84,0,0,6,0,0,1,0,NA,"1573",2020-10-08,"1773"
"310",84,0,0,0,0,1,0,1,NA,"1773",2020-09-29,"1219"
"311",84,0,0,1,0,0,1,0,NA,"1219",2020-09-28,"1020"
"312",84,0,0,1,0,1,1,1,NA,"1020",2020-09-27,"796"
"313",84,0,0,0,0,1,0,1,NA,"796",2020-09-24,"NA"
"314",85,2,1,9,1,0,0,0,"218981","215659",2022-04-09,"190105"
"315",85,2,1,1,0,1,0,0,"199","190105",2022-03-04,"30"
"316",85,0,0,1,0,0,0,0,NA,"30",2018-06-08,"NA"
"317",86,0,0,2,0,0,0,0,NA,"215684",2022-04-08,"1086"
"318",86,0,0,2,1,0,0,0,NA,"1086",2020-09-14,"370"
"319",86,0,0,3,0,0,0,0,NA,"370",2020-08-07,"296"
"320",86,0,0,2,0,2,0,0,NA,"296",2020-05-26,"NA"
"321",87,1,0,3,0,1,0,0,"224963","225251",2022-04-08,"181860"
"322",87,0,0,2,0,0,0,0,NA,"181860",2022-03-08,"206251"
"323",87,1,1,2,0,1,0,0,"201615","206251",2022-02-13,"7807"
"324",87,1,1,1,0,0,0,0,"6039","7807",2021-01-31,"NA"
"325",88,1,0,4,2,0,0,0,"209166","217277",2022-04-08,"239002"
"326",88,0,0,4,0,0,0,0,NA,"239002",2022-04-05,"212988"
"327",88,0,0,4,1,1,0,0,NA,"212988",2022-03-19,"212396"
"328",88,0,0,8,2,0,0,0,NA,"212396",2022-03-18,"182202"
"329",88,0,1,2,0,0,0,0,NA,"182202",2022-03-11,"182546"
"330",88,1,0,3,0,0,0,0,"177431","182546",2022-02-22,"209145"
"331",88,1,1,2,0,0,1,0,"204238","209145",2022-02-13,"663"
"332",88,0,0,0,0,1,0,1,NA,"663",2020-09-21,"NA"
"333",89,2,1,4,2,2,2,2,"205264","215536",2022-04-07,"178556"
"334",89,2,2,13,0,0,0,0,"170776","178556",2022-01-25,"190561"
"335",89,0,0,2,0,0,0,0,NA,"190561",2022-01-10,"493225"
"336",89,0,0,2,0,0,0,0,NA,"493225",2021-08-28,"396013"
"337",89,0,1,3,2,0,0,0,NA,"396013",2021-08-28,"161521"
"338",89,1,0,2,0,0,0,0,"16146","161521",2021-08-06,"37266"
"339",89,0,0,1,0,1,0,0,NA,"37266",2021-03-02,"NA"
"340",90,2,1,8,0,0,0,0,"364","221797",2022-04-07,"200430"
"341",90,2,0,3,1,1,0,0,"200430","200430",2022-03-19,"42629"
"342",90,1,1,3,1,0,0,0,"3","42629",2021-04-10,"56"
"343",90,1,0,2,0,0,0,0,"0","56",2019-12-08,"53"
"344",90,0,0,3,0,0,0,0,NA,"53",2019-11-23,"118"
"345",90,1,0,0,0,0,0,0,"118","118",2019-06-21,"NA"
"346",91,2,2,4,1,0,0,0,"209766","212879",2022-04-07,"15375"
"347",91,0,0,1,0,1,0,0,NA,"15375",2021-02-14,"NA"
"348",92,1,0,7,1,0,0,0,"214416","218249",2022-04-07,"241300"
"349",92,0,0,7,0,0,0,0,NA,"241300",2021-08-23,"186464"
"350",92,1,0,2,0,0,0,0,"187181","186464",2021-08-08,"157960"
"351",92,0,0,2,0,0,0,0,NA,"157960",2021-08-06,"138846"
"352",92,1,0,1,0,0,0,0,"0","138846",2021-08-06,"NA"
"353",93,1,0,2,0,2,0,0,"243797","236040",2022-04-06,"NA"
"354",94,1,1,4,0,0,0,0,"213219","214799",2022-04-06,"213067"
"355",94,6,2,1,0,0,0,0,"74710","213067",2022-01-16,"NA"
"356",95,0,0,3,0,0,0,0,NA,"274352",2022-04-05,"250616"
"357",95,0,0,3,0,1,0,0,NA,"250616",2022-03-19,"229618"
"358",95,0,0,2,0,0,0,0,NA,"229618",2022-03-12,"202828"
"359",95,6,5,15,2,1,0,0,"361615","202828",2022-03-11,"112486"
"360",95,1,1,3,0,1,0,0,"105456","112486",2021-04-23,"90488"
"361",95,0,0,1,0,1,0,0,NA,"90488",2021-04-21,"NA"
"362",96,0,0,5,0,1,0,0,NA,"291509",2022-04-05,"238028"
"363",96,1,1,13,1,0,0,0,"204533","238028",2022-03-12,"NA"
"364",97,1,0,1,0,3,0,0,"241548","241989",2022-04-05,"58648"
"365",97,0,0,3,0,0,0,0,NA,"58648",2021-04-23,"51635"
"366",97,1,0,3,1,0,0,0,"50980","51635",2021-04-15,"39363"
"367",97,3,3,9,0,0,0,0,"35918","39363",2021-04-08,"46788"
"368",97,1,1,2,0,0,0,0,"43091","46788",2021-03-15,"NA"
"369",98,2,0,20,0,0,0,0,"240059","238216",2022-04-05,"274641"
"370",98,1,1,5,2,0,0,0,"249483","274641",2021-12-21,"48129"
"371",98,2,0,1,0,0,0,0,"47660","48129",2021-02-18,"51"
